,blue_gold,blue_kda,blue_win,blue_towers,blue_barons,blue_dragons,blue_mastery,red_gold,red_kda,red_win,red_towers,red_barons,red_dragons,red_mastery,win,teamId,id
251,35.80573939592429,2.320298812298812,0.32,4.0,0.28,1.4,1025645,39.43737107280199,2.988815628815628,0.36,4.8,0.44,1.76,1591523,0,100,BR1_2331092330
252,45.50422597543766,4.667793650793651,0.4,4.28,0.4,1.52,4344625,47.57213491180857,3.036915750915751,0.6,5.88,0.72,1.48,2166531,0,200,BR1_2330368521
253,36.14291517522366,4.197777777777778,0.44,4.0,0.48,1.6,841693,46.79118409609418,2.455873015873016,0.36,3.28,0.16,0.76,2287024,0,200,BR1_2329840754
254,48.1411555248356,5.565111111111111,0.56,5.08,0.32,1.72,205165,38.52181095307437,3.479439227439227,0.48,4.56,0.52,1.88,1086203,0,200,BR1_2329536770
255,37.74964748229844,2.938939393939394,0.52,4.96,0.56,1.64,1752348,40.79313207937725,2.947476190476191,0.36,4.28,0.28,1.36,1116425,1,200,BR1_2328721624
256,53.74521219206069,4.582842712842712,0.44,4.12,0.32,0.96,1413425,45.17809613986801,2.681767565767566,0.28,3.64,0.32,0.96,1030348,0,200,BR1_2327219929
257,40.2418398314294,2.491952380952381,0.28,3.48,0.4,1.0,1019302,46.961141454782265,5.057721944721945,0.36,4.64,0.2,1.6,371491,0,100,BR1_2327263372
258,57.83347754235223,2.3312453102453103,0.44,5.96,0.2,1.6,3227606,57.18064137222219,5.140857142857143,0.68,5.24,0.2,0.88,101981,1,200,BR1_2332288716
259,51.70211176555419,4.175714285714285,0.56,5.4,0.28,1.12,161598,58.778960227886174,4.305184704184704,0.48,5.6,0.36,1.44,27438,1,100,BR1_2332265897
260,41.018745828833104,2.593380952380953,0.4,3.36,0.24,1.32,407078,40.74442135445891,5.613656565656567,0.6,4.24,0.08,1.48,970838,1,100,BR1_2332056948
261,41.1079032639895,4.063754689754691,0.64,6.04,0.56,1.76,1795519,45.69981272532216,4.761649572649572,0.6,4.96,0.56,1.52,1092166,0,100,BR1_2331829710
262,41.80290715057987,3.4959523809523807,0.44,5.24,0.44,1.6,1006660,44.55685193627007,3.8945512265512265,0.56,5.48,0.52,1.68,1265519,1,200,BR1_2331500949
263,49.367252435174144,3.9224357864357855,0.72,6.8,0.56,2.28,2305070,49.67635201881944,2.8009519140989734,0.56,6.0,0.44,1.68,227591,1,100,BR1_2331466518
264,44.88844728422545,2.798095238095238,0.44,4.32,0.24,1.12,3442505,43.7958571635613,5.096555555555555,0.6,4.6,0.36,1.56,1883479,1,200,BR1_2331442841
265,45.11298607574144,5.002917748917749,0.56,6.32,0.4,2.0,1972390,39.70810419486455,4.029848484848484,0.68,5.64,0.4,1.92,1100496,0,100,BR1_2331359509
266,47.82145175356933,3.850873015873016,0.68,6.08,0.52,1.6,3651091,43.74565325459695,3.982316017316017,0.52,4.4,0.24,1.32,917890,1,200,BR1_2331331757
267,46.75541117379835,2.681353535353536,0.52,5.68,0.48,1.84,2773924,40.318361248792925,5.1474352314352325,0.48,4.96,0.36,1.4,882956,1,100,BR1_2330673042
268,43.32985100602153,4.706949494949495,0.56,5.68,0.44,2.08,1990435,46.90446065564951,3.7291428571428575,0.44,3.52,0.2,1.28,2875950,0,200,BR1_2332302047
269,42.39921304675545,2.724322344322344,0.44,4.32,0.28,1.84,2566923,42.67879810986038,5.525587301587303,0.64,5.76,0.6,1.68,2225050,0,100,BR1_2332247772
270,39.05767033032552,2.665571428571428,0.36,3.56,0.28,1.24,480102,43.44997083882272,3.512857142857143,0.48,4.8,0.32,1.68,1366357,1,200,BR1_2332232677
271,47.4646127036016,3.651286935286936,0.56,4.72,0.32,1.52,2987501,43.499432187186684,3.6962947052947057,0.56,5.68,0.44,1.76,495596,0,100,BR1_2331861371
272,45.62035892239928,2.9227200577200567,0.6,3.64,0.2,0.64,255452,65.62570126167697,3.0246974136974143,0.56,3.56,0.08,0.28,155822,1,100,BR1_2331322091
273,45.62035892239928,2.9227200577200567,0.6,3.64,0.2,0.64,134443,57.93542627028552,4.219969863469864,0.52,3.92,0.12,0.88,219061,1,100,BR1_2331331039
274,36.78173540038489,3.9633636363636366,0.52,4.2,0.28,1.4,7568076,53.00501564045579,3.3947899877899887,0.48,3.56,0.2,1.08,528031,0,200,BR1_2330413867
275,51.40896123932601,4.441847374847376,0.44,5.44,0.44,1.24,4419359,51.66379088349471,3.2500512820512824,0.52,4.12,0.32,1.32,886588,1,200,BR1_2330204632
276,47.37559870362748,4.329701298701298,0.6,4.72,0.32,1.64,591635,42.28007005449476,3.129075036075036,0.52,4.64,0.48,1.72,763076,1,100,BR1_2330220747
277,48.5163052360223,3.208714285714286,0.52,4.88,0.32,1.04,3043537,38.651338671098095,2.7878554778554783,0.4,4.48,0.36,1.4,604056,1,100,BR1_2330005720
278,39.03725036359479,4.151783993783995,0.56,5.6,0.56,2.12,3711628,43.58539410783173,3.7709821289821286,0.6,6.28,0.68,2.2,1263196,0,100,BR1_2332130166
279,43.85813200958257,7.9323607503607505,0.68,5.88,0.68,1.96,1360920,48.16884678746891,2.714217893217894,0.28,4.08,0.24,1.08,2136565,1,100,BR1_2332062807
280,50.38656737169745,6.184707070707072,0.52,5.4,0.4,1.88,4151543,41.28618970741786,3.0010952380952385,0.48,5.0,0.44,1.6,440284,1,100,BR1_2332018817
281,48.59168310564786,3.477688311688312,0.52,4.88,0.4,2.12,741284,36.766378968439206,3.2251731601731604,0.32,4.96,0.44,1.6,1556031,0,200,BR1_2331996084
282,42.20425651937082,5.162380952380952,0.52,4.68,0.32,1.6,655723,43.88477366121283,4.219215007215007,0.32,3.76,0.28,1.56,1701598,1,200,BR1_2332003217
283,41.242734792691074,4.109310245310246,0.64,5.92,0.56,1.68,1795519,45.69981272532216,4.761649572649572,0.6,4.96,0.56,1.52,1092166,1,200,BR1_2331829710
284,56.92697336135689,4.837672251724884,0.52,3.92,0.2,0.76,576862,64.53381332208734,3.09737296037296,0.52,3.12,0.12,0.32,160535,1,100,BR1_2331864439
285,63.20823289821372,4.425571428571429,0.72,4.4,0.08,0.56,241066,62.71093003345384,4.896512265512266,0.6,3.8,0.2,0.56,124462,0,200,BR1_2331597788
286,67.05966482386415,3.8222173382173374,0.44,3.56,0.08,0.32,286686,62.71093003345384,4.896512265512266,0.6,3.8,0.2,0.56,1156373,0,200,BR1_2331595734
287,42.23348232749085,4.619702741702742,0.44,4.24,0.36,1.44,1251013,39.07993040795231,2.3409292929292933,0.44,4.04,0.4,1.44,2348817,1,100,BR1_2331396584
288,67.31833900702719,3.173775877717054,0.44,4.36,0.16,0.56,505176,57.00711375261063,3.854230880230881,0.32,2.52,0.08,0.52,25411,0,200,BR1_2331724244
289,35.36714613856907,2.226595848595849,0.44,4.04,0.28,1.44,1438028,44.72278770411175,2.622111111111112,0.32,3.28,0.2,1.04,903586,0,200,BR1_2331693210
290,38.37612792257868,4.4062442002442,0.4,4.52,0.36,1.44,2827112,41.58746803589325,3.181809523809523,0.6,5.56,0.44,1.84,2336292,0,100,BR1_2331092783
291,40.8231502539995,2.4432698412698413,0.36,5.2,0.52,1.68,3306285,44.04012195835125,2.441813186813187,0.44,3.6,0.32,1.36,202442,0,100,BR1_2329713578
292,59.243936954330586,3.823190476190477,0.48,2.6,0.12,0.48,298081,67.95257411585798,4.169380230880231,0.52,4.12,0.12,0.4,640142,1,100,BR1_2329319162
293,55.35186017239228,3.3990661560661564,0.36,2.76,0.16,0.64,649054,71.28994550632572,4.531734487734488,0.6,3.12,0.04,0.08,67333,1,100,BR1_2329400661
294,52.25250559887272,4.512285714285714,0.4,2.8,0.16,0.92,337326,73.26682326133692,4.144113664113664,0.8,3.28,0.0,0.0,226102,0,100,BR1_2329295918
295,50.349326355301,3.271723577076518,0.4,4.6,0.16,1.0,288466,63.81461592122856,3.371491508491508,0.44,3.12,0.08,0.56,107589,1,100,BR1_2329236916
296,57.12524826821457,5.108507936507936,0.52,3.36,0.08,0.48,737863,67.83716369058972,3.67752886002886,0.56,4.12,0.16,0.44,93237,0,100,BR1_2329282511
297,47.889947856519896,3.7532258852258855,0.48,5.32,0.44,1.36,8033741,39.63745190529027,2.869565656565656,0.44,4.2,0.36,1.6,2634989,1,200,BR1_2330376678
298,48.64541502941084,3.725777777777777,0.6,4.72,0.24,1.56,1954719,48.433321609744105,3.5369487179487185,0.64,5.64,0.16,1.4,574664,1,200,BR1_2330362145
299,45.67204425291504,3.7627814407814406,0.56,6.08,0.84,1.76,2234672,48.72911457631559,2.9752665439136035,0.52,4.64,0.28,1.24,2849508,1,200,BR1_2330360484
300,43.76574308999005,3.9706666666666672,0.56,4.88,0.28,1.8,357126,60.78581506412688,4.621424575424575,0.6,5.16,0.32,1.24,1292190,0,100,BR1_2330279246
301,39.46573566685243,2.5627431457431458,0.28,4.28,0.24,1.44,2031501,48.03151886449055,3.164481962481963,0.52,5.04,0.4,1.88,976277,0,200,BR1_2330276898
302,38.86751809957048,3.292222222222222,0.4,5.08,0.72,2.0,705864,44.08483323702168,3.8828888888888895,0.6,4.92,0.56,1.44,2454840,0,200,BR1_2329708567
303,44.78430395346746,4.023184704184704,0.64,5.56,0.56,2.0,568863,40.36802837888752,3.418162393162393,0.48,4.24,0.24,1.2,4258285,1,100,BR1_2329743957
304,40.8231502539995,2.4432698412698413,0.36,5.2,0.52,1.68,3306285,44.04012195835125,2.441813186813187,0.44,3.6,0.32,1.36,202442,1,200,BR1_2329713578
305,47.37809937903105,3.3324329004329005,0.52,4.92,0.4,1.2,618613,48.80566091795929,3.313424242424242,0.48,3.72,0.24,1.28,542459,1,200,BR1_2329742099
306,57.61143831537211,3.941468864468866,0.76,6.16,0.36,1.6,174845,64.26236097766474,3.155724386724387,0.64,6.04,0.28,1.48,200724,1,100,BR1_2332486437
307,44.97935146964164,4.087014319014319,0.68,4.64,0.4,1.4,3391618,35.793829414062635,2.67004761904762,0.44,3.84,0.48,1.32,1088445,1,100,BR1_2332494206
308,68.7595342863581,3.677194916194917,0.52,2.72,0.0,0.0,177736,66.69787189189685,3.453433066933067,0.68,3.56,0.08,0.32,103102,1,200,BR1_2332502920
309,67.2957733866426,4.6180552780552775,0.56,3.4,0.08,0.48,366095,63.77777371519931,3.410969363969364,0.76,4.56,0.12,0.6,231697,1,200,BR1_2332501450
310,48.96798867406957,3.2490641025641027,0.56,4.92,0.52,1.36,1325938,39.435247163589,3.573253968253968,0.52,4.52,0.4,1.44,1899236,1,100,BR1_2331695156
311,56.90010226756014,2.169696264519794,0.52,3.88,0.12,0.96,46217,61.81586370493151,3.33019758019758,0.76,5.04,0.16,0.72,239389,1,200,BR1_2331467625
312,62.490562510077616,3.674212010212009,0.76,4.84,0.16,0.64,93785,61.25673746231405,3.5516645021645026,0.32,2.68,0.08,0.52,101550,1,100,BR1_2331444861
313,58.5517709655757,2.594473748473748,0.6,5.16,0.24,0.96,152193,62.51820756793262,3.4664891774891773,0.48,2.88,0.04,0.2,186564,0,100,BR1_2331109201
314,47.07681565395556,4.236223776223777,0.64,5.92,0.48,1.92,441784,58.551770965575685,2.594473748473748,0.6,5.16,0.24,0.96,134051,1,200,BR1_2331097106
315,54.11347307828244,6.347142857142857,0.56,6.04,0.32,1.92,1161295,58.551770965575685,2.594473748473748,0.6,5.16,0.24,0.96,521403,1,200,BR1_2331085594
316,41.6053940383846,2.972780663780664,0.44,4.72,0.56,1.68,225047,46.717751767279815,3.019456043956044,0.44,5.28,0.48,1.36,359099,0,100,BR1_2330203577
317,46.28372161427135,2.9499149477973003,0.28,3.64,0.28,1.04,3595603,45.66283250626095,3.817047619047619,0.52,5.64,0.56,1.76,318489,1,200,BR1_2329447118
318,47.14302174023903,2.7280180930180933,0.48,4.84,0.36,1.32,2287311,42.68695940865886,3.13068253968254,0.48,4.56,0.24,1.6,309824,0,200,BR1_2329412164
319,49.99123952168527,4.31652380952381,0.52,4.8,0.24,1.36,881198,38.73376087527851,3.2132813852813853,0.48,5.6,0.6,1.4,1432078,0,100,BR1_2329053274
320,38.23949510152443,2.550953823953824,0.52,5.48,0.52,1.88,935624,55.17460892130788,3.2144935064935067,0.56,5.84,0.4,1.36,2947071,1,200,BR1_2328850042
321,44.44036792528975,3.6393145743145743,0.48,5.76,0.52,1.72,1037110,39.141230617448905,2.4099220779220776,0.44,4.44,0.32,1.76,2224997,1,100,BR1_2328775999
322,43.44323078176734,2.294794982794983,0.4,5.24,0.24,1.56,365105,41.59959914605157,2.8507619047619044,0.56,5.44,0.48,1.88,511590,0,100,BR1_2328328898
323,46.97071956806143,4.460909090909091,0.68,6.36,0.52,2.0,5899991,44.7447628706369,2.874578898225957,0.52,5.2,0.24,1.36,313056,0,200,BR1_2328116827
324,41.375461835101085,3.025412698412698,0.48,5.76,0.8,1.84,1155421,47.098278455752144,3.5917402597402592,0.52,5.0,0.32,1.76,119936,1,100,BR1_2331345604
325,46.36636864645472,4.22942383107089,0.72,6.04,0.64,1.68,2453703,42.78600753628826,2.5805555555555557,0.32,4.04,0.48,1.6,874205,0,200,BR1_2331289927
326,37.94208051899592,4.224904761904762,0.64,5.48,0.56,1.64,2645535,41.574329694318166,3.027203463203464,0.6,5.48,0.4,1.56,1225760,1,200,BR1_2331276956
327,38.50701609677717,5.04436507936508,0.52,4.16,0.24,1.12,6987897,36.82540556436492,2.808047619047619,0.52,4.56,0.24,1.44,1879645,0,200,BR1_2331274759
328,41.197684031310935,4.841015873015873,0.56,5.28,0.56,2.08,4249227,45.48311178552085,4.357777777777777,0.68,6.64,0.64,2.16,550482,0,200,BR1_2331281293
329,44.251898257652975,3.2986525696525693,0.68,4.6,0.56,1.76,540447,43.18345165346231,3.8305555555555553,0.56,5.64,0.64,2.16,406348,1,200,BR1_2331069243
330,42.54684580441994,3.925047619047618,0.56,5.32,0.6,1.8,1941338,48.433949763737,4.9351172161172165,0.56,4.92,0.36,1.0,2743371,1,100,BR1_2330667450
331,46.18621338163644,3.178489177489177,0.68,6.32,0.48,2.24,2823248,44.137435917764016,2.6918951048951056,0.4,5.48,0.44,1.88,3092985,1,100,BR1_2329914436
332,49.02205973247235,3.9674603174603176,0.44,4.96,0.4,1.52,4849715,38.40073333528045,2.523253968253968,0.52,5.2,0.52,1.88,1063765,0,100,BR1_2329920933
333,47.30940793873797,3.8425555555555553,0.56,5.92,0.36,1.56,752812,39.95397403032381,2.375454545454545,0.28,4.32,0.48,1.4,516832,1,200,BR1_2329877680
334,38.07555542500615,2.299857142857143,0.32,3.52,0.28,1.2,480320,42.23901112934416,3.4978571428571428,0.44,4.56,0.24,1.48,1367511,0,100,BR1_2332232677
335,37.913148308364974,3.068380952380952,0.56,4.76,0.4,1.24,3165430,39.76538095509647,3.606857142857144,0.6,5.12,0.52,1.8,1586901,0,100,BR1_2331526029
336,45.990575066486834,3.6905165945165934,0.52,5.36,0.44,1.8,966262,40.538236159390095,4.61768253968254,0.6,5.48,0.36,1.64,596019,1,200,BR1_2330744278
337,39.36343570886771,2.228283716283716,0.28,3.16,0.2,1.04,1585018,52.20976608010925,4.1428730158730165,0.52,4.76,0.28,1.68,1912264,1,200,BR1_2330059454
338,43.819181484351546,5.971444444444444,0.72,6.2,0.48,2.12,8569524,42.59826808075783,3.558864468864469,0.56,5.88,0.56,1.84,1522516,0,200,BR1_2329551739
339,38.39985408139464,4.589047619047619,0.6,5.68,0.68,2.12,2026909,40.90450958924307,4.615940836940837,0.6,5.64,0.4,1.72,111697,0,200,BR1_2328739391
340,46.1255506295078,4.929134199134199,0.56,6.16,0.48,2.04,6808652,48.05711968507443,3.952840048840049,0.44,4.8,0.44,1.48,338517,1,200,BR1_2328056880
341,57.503339630559225,3.638575091575092,0.48,4.6,0.32,1.56,711919,44.35994231867823,2.4196984126984127,0.36,4.32,0.28,1.52,336494,0,200,BR1_2327212868
342,47.33758950662735,3.68332967032967,0.52,4.24,0.48,1.36,1452312,43.96789260391033,2.7623680763680767,0.44,5.44,0.4,1.72,516116,0,200,BR1_2326750016
343,46.19837549078104,8.905238095238095,0.6,5.84,0.24,1.44,2283025,48.02609464060284,2.865285714285714,0.52,5.12,0.4,1.44,1093114,0,100,BR1_2325513280
344,38.9296474658037,4.13466033966034,0.48,5.44,0.56,2.2,3201771,45.01000907699497,3.326238095238096,0.6,6.28,0.64,1.6,98384,1,200,BR1_2332593642
345,42.3574060799457,2.5434866244866243,0.44,6.28,0.4,1.96,719255,43.61127994057198,3.2927020757020755,0.64,5.92,0.72,1.56,1922943,1,200,BR1_2332509597
346,40.18316851073705,3.5640952380952378,0.64,5.68,0.68,1.96,1424390,43.497535342610334,2.5495397935397937,0.36,4.72,0.28,1.12,618817,0,200,BR1_2332506258
347,44.04381954420517,2.6516984126984124,0.52,4.92,0.4,1.4,4560433,44.19384381442521,3.402747474747475,0.56,6.12,0.52,1.68,1963503,0,200,BR1_2332398871
348,48.55466727759855,3.733898989898989,0.6,5.4,0.4,1.48,3377246,44.33687789769144,3.3315873015873025,0.6,4.88,0.44,1.76,542313,1,200,BR1_2332126940
349,47.19744475284021,4.162585447232506,0.72,6.72,0.48,1.56,2207686,38.387773984215,3.1586666666666674,0.52,4.88,0.36,1.24,1399100,0,200,BR1_2332172441
350,39.95299114569325,2.5746788766788766,0.44,4.88,0.4,1.48,1162316,47.820807083273145,5.568555555555556,0.52,4.52,0.28,1.44,1858931,1,200,BR1_2332108408
351,45.47332258407789,2.283333333333333,0.52,4.8,0.4,1.36,1001710,43.491918352882166,3.700363636363636,0.56,5.64,0.52,1.8,360405,0,100,BR1_2331830722
352,43.127224575315466,4.48236507936508,0.64,6.04,0.64,1.72,302413,51.20878988151409,2.804285714285714,0.56,5.68,0.48,1.84,1363385,0,100,BR1_2331737518
353,45.72340847913354,2.9831199911199917,0.48,6.0,0.36,1.92,4361505,43.1608880160394,3.079525252525253,0.64,5.48,0.52,1.24,804516,1,200,BR1_2331368709
354,54.01237071404941,4.259719887955182,0.56,4.76,0.28,1.36,936637,45.83290967772657,4.057666666666666,0.6,5.2,0.36,1.76,1444606,0,100,BR1_2331355387
355,44.37981148412365,2.219904761904762,0.44,4.4,0.28,1.16,315429,44.69976702786595,2.7869999999999995,0.56,5.36,0.56,1.52,556052,1,200,BR1_2331402560
356,41.39926790946495,2.8165887445887443,0.48,3.92,0.36,1.2,1333999,43.98203582546037,4.2973968253968255,0.6,5.56,0.48,1.44,2651695,1,100,BR1_2328101365
357,52.05389821763632,3.343757164404224,0.56,4.76,0.4,1.2,3071638,50.819815220103145,3.1818427128427125,0.4,4.4,0.32,1.08,1075009,0,200,BR1_2327961953
358,46.47787456571927,4.081047619047619,0.56,4.32,0.44,1.32,1662199,41.17810852132103,2.4357489177489176,0.6,4.6,0.48,1.44,1240386,0,200,BR1_2327930831
359,45.8547226585009,2.8432582972582976,0.6,5.84,0.44,1.92,1401057,50.96894321270119,3.5796666666666663,0.48,4.6,0.44,1.16,1496538,1,200,BR1_2327897487
360,39.84484057040668,2.6391760461760465,0.48,4.6,0.36,1.64,1868254,43.28536282561136,2.982984126984127,0.52,5.0,0.64,1.52,436661,1,200,BR1_2327874739
361,45.66732791106578,2.763207792207792,0.44,3.68,0.24,1.16,627426,48.03408700285848,2.6761269841269844,0.48,5.56,0.32,1.76,1197429,0,100,BR1_2327331280
362,38.20013842239202,3.409285714285714,0.4,4.72,0.44,1.68,3054679,42.25511620475162,2.4933561993561995,0.4,4.04,0.48,1.2,336362,0,200,BR1_2327248878
363,49.367252435174144,3.9224357864357855,0.72,6.8,0.56,2.28,2306041,49.96488975041121,2.9524281045751635,0.56,5.64,0.4,1.44,227591,0,200,BR1_2331466518
364,66.99208070180798,3.8608128259769128,0.56,3.52,0.04,0.52,176475,61.02987416292215,4.202376878023937,0.6,5.2,0.2,1.0,20410,1,200,BR1_2330251562
365,42.73230872439351,2.1642296918767507,0.36,4.16,0.36,1.12,1134753,44.87762159145726,3.34081018981019,0.56,5.52,0.36,1.48,484248,1,100,BR1_2330175522
366,42.1461349367405,4.2075670995671,0.64,4.56,0.28,1.36,720833,45.271171934657424,3.2782296918767515,0.56,5.52,0.52,1.72,104554,0,200,BR1_2329291767
367,67.31806109273755,3.15277648438518,0.44,3.44,0.04,0.4,174199,57.64160392529702,3.1045180701651294,0.56,4.32,0.12,0.92,78107,1,200,BR1_2329206567
368,55.33780987364918,2.775238793885852,0.48,4.36,0.12,1.04,577378,56.04456986266762,3.925698412698413,0.56,3.64,0.08,0.68,65142,1,100,BR1_2329185599
369,55.81871352022286,4.730500754147813,0.6,5.2,0.2,1.4,670313,64.6725494750938,4.707369963369964,0.6,5.6,0.28,1.16,273336,0,100,BR1_2328954959
370,61.046251159657714,4.245793683440743,0.52,4.68,0.16,1.08,606272,67.101620835032,5.423224442224442,0.64,5.4,0.16,1.04,651545,1,100,BR1_2328944073
371,58.176312246215154,3.120891812865497,0.4,3.08,0.2,0.72,190386,58.47381022358639,4.220076511723571,0.6,5.24,0.24,1.28,15828,1,200,BR1_2328962137
372,59.46222901926629,4.230364145658264,0.56,3.72,0.0,0.76,219900,63.4352572901937,5.0405527021997605,0.68,5.44,0.2,1.32,46275,0,200,BR1_2328889365
373,45.27569498909056,4.284285714285714,0.8,6.48,0.6,2.08,1613964,37.91757190001191,3.2711673881673886,0.6,4.72,0.52,1.88,713595,0,200,BR1_2332680354
374,36.930682120663626,3.4953766233766235,0.32,3.56,0.44,1.4,5139454,44.12325259788803,5.152484848484849,0.76,5.96,0.56,2.24,815570,1,200,BR1_2332558350
375,37.94899103570215,2.920025419025419,0.36,4.48,0.48,2.12,3202665,45.22604691324772,3.859571428571429,0.64,6.56,0.68,1.68,98384,0,100,BR1_2332593642
376,38.76639212807829,2.627376623376623,0.44,3.76,0.28,1.56,4270161,39.92404744377638,4.041289377289377,0.44,4.04,0.36,1.44,1142861,1,100,BR1_2332551331
377,44.28243854295927,4.635793735676088,0.4,4.84,0.4,1.68,1844770,43.63254148552379,3.701402597402597,0.68,5.68,0.64,2.36,196224,1,200,BR1_2332487732
378,38.95696673883463,2.636188034188034,0.48,5.2,0.28,1.84,599870,38.04965456740548,3.3674871794871795,0.8,5.24,0.44,2.12,722159,1,200,BR1_2332204139
379,36.52889905382275,2.133802475302476,0.28,3.28,0.24,1.32,412235,38.82516507961621,3.3381587301587303,0.76,5.4,0.52,2.2,679281,1,200,BR1_2332179766
380,42.86054967926111,4.564809523809523,0.52,4.92,0.6,1.88,740684,37.93258134234729,3.0674487734487736,0.44,4.92,0.28,1.6,232276,1,100,BR1_2331499479
381,39.551644324684496,3.5556767676767684,0.48,5.56,0.52,1.76,1331443,38.82296112351078,4.697222222222222,0.56,4.92,0.32,1.96,556202,0,200,BR1_2331316869
382,46.35100674286039,2.5646262626262626,0.48,4.76,0.48,1.6,204062,47.08108471307057,4.989440781440781,0.72,6.32,0.64,2.16,795010,0,200,BR1_2331294385
383,63.409371426233,2.4053181720240544,0.6,7.84,0.0,1.48,1236977,58.88750999922606,2.280053724053724,0.56,4.76,0.56,0.68,110945,0,100,BR1_2332433330
384,63.409371426233,2.4053181720240544,0.6,7.84,0.0,1.48,1224991,54.08460517829739,4.014770562770563,0.56,6.04,0.4,1.72,126638,0,100,BR1_2332452502
385,55.073818114871976,3.749735930735931,0.64,6.32,0.6,1.48,671164,63.409371426233,2.4053181720240544,0.6,7.84,0.0,1.48,1119030,1,200,BR1_2332432149
386,53.04344586192008,3.907395382395382,0.48,4.76,0.28,1.68,503741,63.409371426233,2.4053181720240544,0.6,7.84,0.0,1.48,1119030,1,200,BR1_2332460917
387,51.02086769389011,2.062733821733822,0.4,4.4,0.28,1.12,264518,65.54970276881357,2.568602665308548,0.68,8.32,0.0,1.52,1085746,1,200,BR1_2332420217
388,55.11178068091774,3.7654473304473295,0.52,4.8,0.16,1.44,105704,66.51787752222701,2.6652693319752143,0.72,8.52,0.0,1.64,1085746,1,200,BR1_2332368909
389,70.42553310675764,3.127611832611833,0.76,9.12,0.08,1.88,697810,54.48304507678299,3.4188242737654497,0.48,4.08,0.24,0.8,33226,1,100,BR1_2332376315
390,70.42553310675764,3.127611832611833,0.76,9.12,0.08,1.88,740737,57.56033390384265,2.04111433011433,0.52,4.88,0.16,1.36,751,1,100,BR1_2332334544
391,70.42553310675764,3.127611832611833,0.76,9.12,0.08,1.88,697503,52.35063836875297,1.9854536574536576,0.28,3.92,0.28,1.08,4009,1,100,BR1_2332392511
392,70.42553310675764,3.127611832611833,0.76,9.12,0.08,1.88,699534,59.19011676914365,4.328212898212899,0.8,7.68,0.52,2.08,167205,0,100,BR1_2332318348
393,43.2703659750197,2.6208961038961043,0.4,3.84,0.32,2.08,3216139,42.52645220210709,4.9673968253968255,0.76,7.08,0.64,2.0,227081,1,200,BR1_2332474049
394,43.60643881365246,7.007285714285713,0.68,6.4,0.44,1.72,4011077,49.97917301250197,3.3191818181818182,0.36,4.32,0.32,1.28,369385,1,100,BR1_2331744835
395,43.425852480040376,3.107930043812396,0.36,4.44,0.4,1.16,2230370,43.95931501663168,3.4936580086580085,0.68,5.8,0.4,2.52,256135,0,100,BR1_2331522709
396,41.088514326404365,3.775455988455988,0.64,5.88,0.6,1.64,2280938,43.91486173955714,3.749902652902653,0.44,5.32,0.72,1.8,4971195,1,200,BR1_2331288696
397,49.504716181303735,3.2408806748806747,0.6,5.92,0.48,1.84,729562,36.58366867978768,2.285333333333333,0.4,5.2,0.68,2.08,2788063,0,200,BR1_2330461568
398,43.732042912521,3.323460317460318,0.44,4.84,0.48,1.36,3296470,40.29444499915999,2.581967032967033,0.52,5.04,0.48,1.28,605819,0,200,BR1_2329465245
399,49.4142252978576,3.8037923187923184,0.44,3.96,0.32,1.16,1279261,40.29319364661245,4.065269841269841,0.52,5.56,0.64,1.84,2598583,0,100,BR1_2329460680
400,68.71906360055236,3.188721389721389,0.6,3.72,0.04,0.16,346052,59.4610834043864,3.715255411255411,0.6,5.72,0.32,1.44,327831,0,200,BR1_2328583992
401,44.29945146188015,2.819160894660895,0.4,4.48,0.36,1.24,3454779,49.375141860102055,3.8782081252081246,0.44,5.28,0.28,1.64,4325310,0,100,BR1_2328209213
402,45.06887022302536,5.134082251082251,0.44,4.24,0.32,1.56,4476651,48.80711622068345,4.692603174603175,0.52,4.76,0.32,1.12,5663212,0,200,BR1_2327853078
403,43.76484769255574,4.182434343434343,0.56,4.92,0.24,1.8,1318516,44.74088411216336,3.0045269175269183,0.52,5.92,0.6,1.4,1767778,0,200,BR1_2331502193
404,44.42115605235216,3.796907647907648,0.52,5.4,0.48,2.0,1878355,39.25589757171962,3.5854285714285714,0.4,4.2,0.36,1.56,2202195,1,100,BR1_2331417481
405,43.00351577981967,3.0762857142857145,0.48,4.76,0.44,1.68,708079,48.28567570969764,3.2251919191919187,0.6,6.48,0.44,2.04,2639640,0,100,BR1_2331454766
406,40.34760780359522,2.582206349206349,0.48,4.8,0.32,1.8,3382720,46.98697617415142,4.074000000000001,0.4,4.72,0.44,1.36,1610922,0,100,BR1_2331441857
407,37.1615025378002,3.478492063492064,0.56,5.28,0.52,1.8,1782348,43.47934632216835,2.797190476190476,0.52,5.36,0.44,1.48,1970923,1,100,BR1_2331399910
408,41.08985450398599,4.215904761904762,0.48,3.92,0.36,1.44,1459145,45.40651423596848,3.754549783549784,0.48,3.84,0.36,1.32,752307,0,200,BR1_2331367075
409,48.07593416842371,3.875842490842491,0.56,5.72,0.36,1.96,2519462,48.576880235919525,3.5933539793539784,0.28,3.36,0.2,1.0,747742,1,200,BR1_2329927861
410,41.145907702943006,3.929650793650794,0.4,4.12,0.6,1.44,709808,42.34084560652923,4.205698412698413,0.52,5.16,0.36,1.96,1240598,1,100,BR1_2329943354
